source_ip,destination_ip,source_port,destination_port,protocol,bytes,is_anomaly
195.154.205.253,68.84.103.241,62449,3354,UDP,1132,1
135.158.235.116,23.3.215.209,45807,22352,UDP,1473,0
221.231.178.203,135.191.69.186,26054,38112,TCP,429,0
92.19.6.114,87.161.108.89,10274,36383,UDP,1167,0
62.247.150.245,92.28.90.20,40367,60680,TCP,873,0
218.17.241.79,89.248.235.9,18147,35197,TCP,822,0
99.73.182.72,159.17.241.178,20108,50075,UDP,758,0
125.32.87.80,166.114.233.201,61669,17541,UDP,850,0
172.80.211.128,54.121.147.151,38909,3563,TCP,468,1
238.77.167.236,96.202.140.160,30527,26088,TCP,502,0
68.53.206.250,227.67.228.63,46745,55993,UDP,1158,1
176.117.67.51,70.105.136.118,34773,10168,UDP,277,0
195.50.247.167,163.200.135.100,61028,58685,UDP,977,1
95.168.212.50,148.225.95.224,56505,21844,TCP,1176,1
176.141.179.229,188.190.188.239,32213,34427,TCP,204,1
16.0.28.62,252.140.225.126,64983,18166,UDP,584,0
9.105.211.8,73.146.175.126,21176,3898,TCP,775,1
72.223.238.177,34.14.229.110,8007,21519,UDP,416,1
241.14.48.186,242.244.52.65,6057,15717,UDP,588,1
113.113.141.192,85.209.136.18,44077,64667,TCP,539,0
216.245.248.203,13.15.231.156,55112,9222,TCP,995,1
193.248.69.112,174.230.26.168,10535,45493,TCP,1274,1
44.73.172.99,149.122.244.18,65295,37833,UDP,1163,1
71.75.93.156,230.142.100.23,60952,2636,UDP,1,1
92.52.22.225,215.143.28.225,43758,57555,TCP,1118,1
168.148.57.115,133.2.205.202,48399,18020,TCP,1346,1
84.140.244.92,164.228.155.41,31019,24814,UDP,531,1
173.22.173.15,253.168.93.81,39166,64895,UDP,942,1
25.159.133.223,53.41.3.48,41569,2416,UDP,302,1
254.178.165.208,59.68.114.170,41021,44887,TCP,1034,1
159.165.85.1,102.107.28.124,21857,37050,UDP,1125,1
106.112.8.111,247.29.213.96,63632,48916,UDP,424,1
99.55.138.54,185.163.3.7,63561,47399,UDP,730,1
80.249.203.82,149.188.193.205,38841,64765,UDP,1157,1
92.5.144.20,114.146.68.253,32172,45875,UDP,651,0
242.241.243.79,58.134.27.200,54629,8226,UDP,1491,1
97.181.184.102,214.189.75.168,20843,6803,TCP,1346,0
51.120.24.132,137.190.214.47,9437,30564,UDP,1328,0
134.2.209.174,124.236.192.102,34430,40856,UDP,337,0
211.194.31.131,127.152.83.56,64893,55346,UDP,138,0
38.151.210.192,123.237.190.15,53935,56773,TCP,604,0
100.143.244.37,151.238.185.58,59685,45300,TCP,796,0
238.247.194.116,58.101.0.19,26250,4385,UDP,389,0
77.114.203.36,58.248.135.152,43,60919,TCP,1003,1
100.208.235.153,194.230.75.173,63113,15436,TCP,254,0
79.147.65.187,90.253.195.136,15739,30720,UDP,489,0
221.70.193.87,202.130.187.35,19466,896,TCP,597,1
129.49.131.135,114.153.148.206,382,29380,UDP,4,1
218.254.223.246,247.20.43.38,47758,6718,TCP,101,0
48.183.37.83,200.182.29.32,35888,51974,TCP,164,1
209.242.136.159,221.110.111.4,18910,39018,TCP,983,0
137.129.216.209,119.62.96.44,17278,41184,TCP,1220,0
75.231.52.215,254.36.138.159,43114,20069,TCP,404,1
239.72.160.16,211.81.254.10,714,10678,TCP,706,1
161.145.244.197,32.206.66.27,47459,13855,UDP,970,1
242.173.236.204,195.181.231.225,2296,41048,TCP,1115,1
14.234.7.32,4.235.180.176,6614,27525,UDP,1150,0
81.145.42.198,217.143.209.11,22750,60841,UDP,1156,1
173.116.102.3,131.106.138.67,53822,62378,UDP,735,0
153.186.21.246,239.70.19.166,1819,20376,TCP,646,0
146.30.14.55,47.205.66.86,21764,30847,UDP,703,0
247.96.174.215,83.24.207.153,43577,38504,TCP,129,0
183.21.6.33,92.36.42.27,24902,6110,TCP,908,1
231.176.102.0,40.126.42.131,9938,25710,UDP,1041,1
238.102.99.184,134.155.220.154,34885,58850,TCP,204,0
77.241.246.159,37.240.88.149,41620,35389,UDP,92,0
240.218.150.244,180.138.78.197,12438,57795,UDP,1175,0
49.166.105.18,198.122.17.122,31794,18847,UDP,652,1
44.6.124.120,13.121.248.145,40145,43736,TCP,368,1
226.251.139.138,92.175.217.193,18069,63940,UDP,1424,1
171.51.247.174,199.72.57.216,15519,47920,UDP,1278,1
211.194.223.181,117.104.203.32,2802,60459,TCP,89,1
124.44.31.175,222.56.44.157,30268,24018,UDP,459,1
241.100.187.172,36.231.54.154,61762,16728,TCP,977,1
208.111.131.138,29.91.58.182,665,29061,UDP,555,1
32.121.81.243,50.215.207.134,59454,33169,TCP,219,1
146.59.223.197,145.165.120.109,37070,5700,TCP,1379,0
224.173.19.24,155.211.48.187,46633,50940,UDP,836,0
187.62.3.20,243.148.57.11,4578,5654,TCP,643,0
249.155.222.179,191.149.219.4,3217,53616,UDP,1145,1
216.138.41.100,126.100.251.160,7833,34426,TCP,374,1
30.46.118.27,133.61.162.54,47316,29825,TCP,1106,0
14.167.199.217,69.242.141.150,41215,40184,TCP,1110,1
239.176.178.27,39.188.208.210,27977,37461,UDP,1380,1
18.97.63.207,197.178.177.139,39399,4234,UDP,1057,0
23.79.150.45,87.0.17.224,29215,21850,UDP,373,0
1.137.120.160,35.108.187.138,23314,35324,UDP,656,1
162.250.74.41,229.91.133.107,52198,49543,TCP,142,0
159.187.117.16,196.142.156.197,58902,4416,TCP,1325,1
237.254.11.45,157.64.18.14,11385,30081,UDP,328,1
25.220.1.164,17.13.96.47,33877,11191,UDP,49,1
234.238.176.97,20.125.171.160,55587,19011,UDP,1339,1
85.228.26.27,188.41.138.61,31313,154,TCP,629,0
79.124.170.224,203.213.18.116,40404,45661,TCP,17,1
194.59.117.148,150.218.135.83,37641,64101,UDP,343,1
234.187.17.60,47.170.190.150,57957,2402,UDP,320,0
34.196.208.107,251.27.183.13,32688,17818,TCP,1166,1
4.140.51.34,121.168.90.144,1267,49911,UDP,96,0
82.247.149.145,156.107.129.204,48868,37573,UDP,228,1
186.77.242.8,126.172.184.174,58792,63751,TCP,1172,1
159.218.76.201,152.89.90.67,27313,27041,TCP,557,0
12.173.76.241,28.10.30.122,28608,44616,UDP,1268,1
171.249.151.221,11.244.176.33,62405,25672,UDP,1199,0
219.98.16.103,181.219.167.88,44821,49675,TCP,626,1
181.161.218.252,195.74.193.180,26076,31215,UDP,407,1
0.69.241.7,8.16.202.50,46460,50574,UDP,127,1
10.20.0.243,44.48.14.234,62246,65513,TCP,754,1
32.183.189.12,39.236.245.142,21661,7404,TCP,192,0
26.186.179.128,228.229.48.228,41121,6597,TCP,18,0
93.65.83.218,103.197.21.114,1509,56992,UDP,1361,1
75.241.136.159,199.103.117.225,61481,27382,UDP,921,1
168.231.62.25,82.190.141.81,2998,6638,TCP,1201,0
160.15.184.230,222.65.1.153,55516,45290,TCP,1428,1
156.240.123.177,161.83.238.118,16952,24788,UDP,178,0
32.144.2.152,130.201.51.212,24877,810,UDP,1027,1
160.122.232.172,159.173.133.105,47247,14932,TCP,1373,1
4.219.102.130,252.229.192.17,5853,24785,TCP,700,0
4.155.16.228,68.231.179.209,45457,47140,UDP,1136,0
153.41.80.209,20.32.99.100,25047,27036,UDP,79,0
180.193.82.62,224.203.52.238,2772,22815,TCP,110,0
184.209.12.198,47.41.8.144,14274,56956,TCP,1,1
73.89.236.205,60.148.178.37,31014,41760,UDP,242,0
74.127.162.151,60.160.214.130,15692,50741,UDP,1379,1
57.248.207.73,217.73.167.234,50765,31853,TCP,663,0
196.180.135.64,131.232.94.65,54298,54840,UDP,475,1
154.21.134.130,87.49.101.55,47463,5423,TCP,521,1
41.0.31.214,163.245.48.0,21274,56620,TCP,723,0
123.28.227.189,154.86.182.153,55241,12873,UDP,342,1
72.179.64.27,1.140.27.92,42736,57269,UDP,49,0
229.134.21.192,167.165.101.19,55942,14287,UDP,221,1
69.84.145.88,5.155.59.159,57147,58729,TCP,812,0
143.143.9.67,78.145.215.180,46197,8738,UDP,1006,0
104.4.16.117,114.140.73.36,45001,36510,TCP,1349,0
204.115.145.185,42.182.116.14,18722,50867,UDP,455,0
135.60.130.84,39.218.144.153,39780,10350,TCP,501,1
62.224.222.220,119.145.7.128,35188,32857,TCP,400,0
136.67.118.37,40.222.18.233,6338,2674,TCP,1091,1
183.191.172.119,230.15.101.243,26523,12970,UDP,870,0
192.140.12.53,29.224.38.49,35971,61949,UDP,158,1
108.9.97.200,137.26.5.110,26879,28051,TCP,830,0
133.107.116.87,2.193.105.254,35587,1095,TCP,817,1
246.147.219.33,83.10.224.125,18219,50200,UDP,642,1
105.245.174.248,54.83.140.78,12920,38301,UDP,1419,0
109.158.3.157,5.249.113.43,24403,13608,UDP,1103,1
202.103.181.83,137.175.170.115,59894,17125,UDP,1007,0
6.58.219.13,77.31.254.160,58056,17422,TCP,1227,1
209.249.100.230,205.114.243.28,11305,50194,TCP,834,0
231.216.65.125,144.35.252.214,14910,57979,UDP,805,1
162.49.53.195,224.176.28.104,32491,63648,UDP,66,1
135.53.173.48,107.113.140.225,22450,25297,TCP,211,0
61.130.163.156,77.20.32.87,56699,36202,UDP,572,0
90.66.160.115,11.62.175.150,56976,10438,TCP,226,1
159.81.93.136,172.15.142.223,43638,65489,UDP,354,0
200.71.228.172,228.246.223.236,61812,21221,UDP,753,0
149.81.45.122,128.48.5.18,38109,36330,UDP,104,1
30.219.228.84,231.188.175.232,8590,26987,UDP,56,1
80.5.227.226,89.200.33.13,58480,1752,TCP,1341,0
28.102.57.239,7.136.238.166,33426,61917,TCP,805,0
176.48.119.1,55.65.20.182,42801,5297,UDP,275,0
0.235.172.5,7.173.157.216,2685,3327,UDP,696,1
57.36.252.199,5.235.29.198,17555,9665,TCP,1002,0
4.92.77.2,9.4.11.198,1881,34793,TCP,494,1
225.42.145.239,125.148.70.100,32199,10492,UDP,1318,1
214.240.29.221,87.43.192.89,48,56770,UDP,170,0
11.174.216.114,1.217.102.107,40079,35757,UDP,1113,0
15.66.212.4,20.114.66.222,6695,50165,UDP,302,1
199.149.55.23,203.69.247.233,48926,1989,UDP,660,1
54.110.222.173,192.84.177.194,21996,29277,TCP,302,0
181.143.181.129,229.250.237.212,36344,34181,UDP,554,0
130.38.232.36,202.221.110.179,39338,19010,UDP,497,0
243.85.169.14,152.53.180.9,27835,27880,UDP,258,1
56.255.155.38,124.87.124.32,25688,28762,UDP,419,1
83.7.44.168,27.129.44.203,5001,48806,TCP,25,0
18.166.151.114,100.232.103.89,37163,3864,UDP,878,1
80.119.239.163,133.134.38.173,13635,14462,UDP,569,0
2.201.170.131,9.223.104.26,5388,52423,UDP,730,1
133.128.37.166,204.206.79.220,40786,19709,UDP,1290,1
114.148.47.109,13.6.44.104,1348,56482,TCP,975,1
158.164.112.235,66.219.6.192,4347,29502,UDP,1123,0
161.5.133.128,54.220.235.231,41768,40029,UDP,279,0
40.123.208.23,102.120.209.114,52102,9417,TCP,864,1
42.27.250.28,120.131.121.107,13658,30533,TCP,268,0
46.201.12.180,64.149.159.216,7822,23591,UDP,114,1
235.168.151.173,236.45.94.227,20942,19562,UDP,1275,1
159.51.119.127,172.143.251.210,11240,12804,TCP,1347,0
38.219.5.140,168.214.242.113,52773,52373,UDP,1331,0
1.138.115.197,132.143.226.71,60527,50302,TCP,540,1
17.210.227.89,143.141.240.198,23669,19471,UDP,241,0
236.142.41.77,162.194.84.137,47004,29270,TCP,1378,0
82.108.140.27,138.117.65.200,48965,9150,UDP,1481,0
229.40.152.101,216.238.230.224,22690,9044,TCP,791,0
162.106.145.215,52.122.179.214,21329,48726,UDP,664,0
247.106.74.152,249.215.20.215,45390,4959,TCP,309,1
130.124.39.46,200.15.24.205,31073,22908,UDP,1281,0
152.23.208.104,182.105.27.15,29306,18443,TCP,368,0
34.203.5.150,135.96.120.145,23013,46289,TCP,379,0
104.170.92.211,191.81.11.197,27080,56844,TCP,15,0
247.168.61.146,181.182.133.128,18598,17357,UDP,173,1
147.29.176.159,212.223.200.88,28886,56513,TCP,741,0
3.188.6.77,178.104.254.58,32281,5344,UDP,517,1
87.212.43.221,18.37.98.10,39591,47336,TCP,1335,1
154.97.222.10,246.178.58.255,10645,52641,UDP,901,0
244.63.229.185,161.216.201.90,53867,17720,TCP,1433,1
79.45.35.223,78.124.187.179,18198,63794,TCP,1243,1
37.223.136.253,69.72.80.15,51396,10668,TCP,768,0
70.15.251.189,177.203.209.175,20170,38862,UDP,302,1
215.246.238.68,96.246.174.104,10709,53515,TCP,173,0
119.67.0.34,78.76.224.75,21298,51288,TCP,988,0
212.18.26.179,174.188.174.186,3566,19077,UDP,1363,0
14.222.193.69,4.254.87.204,15095,1469,TCP,424,0
84.177.106.214,82.187.50.78,30440,22418,UDP,1391,0
57.152.122.27,130.193.131.94,56212,29387,UDP,1373,0
111.122.209.209,146.157.149.116,54347,60169,UDP,797,0
36.19.214.212,66.37.118.127,56065,28537,TCP,627,1
156.55.36.69,217.5.82.124,4942,21439,TCP,489,0
164.210.229.243,72.35.243.194,17844,49152,UDP,1384,1
166.30.166.195,88.21.131.184,47508,16591,TCP,1298,1
66.89.247.37,237.18.180.191,19437,2273,UDP,378,0
159.142.63.169,23.221.16.46,44568,31959,UDP,1066,0
94.14.64.38,67.177.6.238,59014,48478,UDP,1365,0
217.48.8.201,146.1.149.133,40047,50561,TCP,1303,1
81.6.91.253,127.225.189.7,39575,64530,UDP,52,1
202.201.197.13,236.246.157.162,38247,62038,UDP,201,0
57.36.50.201,230.238.147.82,3493,19357,UDP,477,1
122.195.188.163,52.190.61.233,62067,63383,TCP,1498,0
235.41.216.226,217.51.134.105,25612,5072,TCP,1208,0
106.132.14.182,119.100.208.62,51071,50184,UDP,1070,0
151.29.160.129,211.191.111.49,63858,22317,TCP,1222,0
219.91.153.252,9.11.125.140,30959,16788,TCP,771,1
55.42.96.241,197.230.188.58,45144,22714,TCP,1415,1
42.85.109.54,81.106.138.249,34009,34908,UDP,455,0
80.226.159.180,233.43.137.177,65063,43225,UDP,871,1
8.166.179.94,112.60.193.46,24542,10119,TCP,590,0
141.63.175.168,40.189.165.159,63381,49041,UDP,922,0
46.100.241.124,100.149.241.210,49726,31296,TCP,1395,0
93.219.48.131,173.147.134.222,43162,47263,UDP,1184,0
47.105.14.185,98.41.33.42,3896,25391,TCP,28,0
167.41.222.96,143.61.44.202,8225,61859,UDP,383,1
141.191.195.252,48.143.158.24,48621,24869,TCP,104,1
124.171.201.7,175.203.82.110,32128,42580,TCP,1160,0
183.45.1.142,2.42.152.242,10503,54767,TCP,365,1
234.210.232.119,218.164.247.171,122,35647,TCP,1087,0
156.201.69.36,25.223.107.6,41179,5590,UDP,826,0
38.248.155.55,219.124.62.10,6782,2262,UDP,786,0
4.78.215.195,188.27.133.178,6389,42248,UDP,1035,0
137.20.190.101,26.149.35.82,63234,41090,TCP,929,0
25.190.222.145,75.94.181.244,34580,33737,TCP,177,0
121.65.171.7,240.189.64.215,10221,12065,UDP,84,0
85.154.18.238,221.199.219.44,20560,61388,TCP,171,0
81.56.153.116,208.155.243.170,47280,3037,TCP,142,1
129.174.227.139,223.95.95.191,2695,46575,UDP,862,0
212.93.107.231,85.241.97.110,12407,65360,UDP,259,1
49.132.3.229,163.253.139.84,515,17965,TCP,263,0
49.55.143.97,231.4.233.31,24810,29985,UDP,399,1
241.83.126.196,121.187.43.247,4932,37844,TCP,645,0
236.186.206.79,152.180.57.26,19753,28195,UDP,1170,0
60.69.119.85,102.0.11.202,53222,51890,TCP,138,0
156.191.60.221,127.131.118.159,21642,24121,UDP,688,0
135.251.20.139,68.196.85.91,47823,27394,TCP,1254,0
36.155.253.127,35.94.26.35,30083,44355,UDP,1229,1
12.138.4.103,240.130.82.213,63129,24662,UDP,863,0
176.75.76.175,64.9.20.138,30111,43870,UDP,180,0
183.12.129.233,21.89.3.179,4552,42889,UDP,922,1
75.126.40.25,154.215.31.251,47676,1036,UDP,481,1
60.149.31.1,51.211.244.40,40541,43825,TCP,1476,0
63.210.22.132,87.18.81.67,48589,64846,UDP,486,0
111.242.63.76,197.63.223.177,16320,18602,TCP,1483,1
125.202.92.229,226.195.16.105,32394,56158,TCP,837,1
23.125.126.233,254.92.41.239,40678,7182,UDP,298,0
199.21.173.28,50.208.157.226,54991,5790,UDP,1300,1
19.177.87.56,202.180.241.143,50463,23960,TCP,490,1
5.41.10.128,222.128.215.192,62506,15267,UDP,1088,0
222.232.196.109,248.140.124.228,38371,52162,UDP,947,0
107.42.176.173,73.204.57.140,13150,23482,UDP,413,1
210.217.11.10,167.171.243.225,14239,24754,UDP,1246,1
118.144.213.24,129.205.113.227,46368,10670,UDP,1029,0
196.109.83.95,94.177.75.203,35652,36530,UDP,1138,1
231.45.196.14,208.225.71.60,1692,41524,UDP,327,0
241.206.250.109,40.249.26.187,59433,64215,TCP,377,1
191.116.74.184,53.58.103.191,46330,14122,TCP,1237,0
233.63.253.215,102.202.179.206,2950,31494,UDP,909,0
10.88.103.44,19.46.16.252,43218,48792,UDP,403,1
124.199.143.93,212.241.39.201,19172,15340,UDP,1215,1
179.74.100.213,213.39.116.226,3472,52437,TCP,370,1
228.99.209.249,185.115.217.143,19464,33573,TCP,1440,1
72.252.187.47,35.178.192.229,6158,56962,UDP,714,0
92.206.200.7,15.247.45.243,4330,64355,TCP,1426,0
246.169.163.34,148.42.36.51,29028,29508,UDP,48,0
189.26.70.23,141.247.220.131,45774,35532,UDP,30,1
155.87.141.230,110.14.56.36,46322,22660,UDP,255,1
237.147.133.31,80.243.253.135,61324,22989,TCP,1050,1
232.97.14.70,230.132.220.62,64896,31891,UDP,1255,1
12.9.147.106,251.234.115.233,16404,46656,TCP,1444,1
215.111.16.182,215.235.209.106,2683,14515,UDP,778,1
92.44.174.104,144.133.107.25,56118,13469,TCP,496,1
19.23.157.138,200.243.83.217,32193,44601,TCP,1268,1
248.170.10.31,47.80.164.250,2190,55412,UDP,215,1
69.205.88.25,4.160.69.90,24864,6518,UDP,1349,0
149.184.3.222,30.38.140.108,27066,10776,TCP,1293,1
20.140.41.71,34.228.73.66,13493,19768,TCP,405,0
235.48.205.192,65.225.65.93,54622,3927,TCP,1402,0
235.133.156.171,134.187.118.217,24651,125,UDP,1168,1
10.171.153.244,55.132.217.252,9467,47345,UDP,81,1
145.89.30.71,188.111.245.94,34509,7365,UDP,757,1
230.153.185.176,217.212.238.41,38774,61251,UDP,656,1
1.165.141.105,243.85.148.94,16857,30417,TCP,424,1
21.53.226.74,223.62.7.132,57670,41764,TCP,876,1
237.206.207.56,138.184.250.154,1519,41205,UDP,542,0
70.162.218.122,111.8.224.98,51020,47247,TCP,834,0
251.160.25.88,124.167.76.25,36934,43482,UDP,861,0
97.11.210.111,104.163.219.116,47838,45605,UDP,1426,0
14.209.222.160,120.78.175.4,9993,8568,TCP,1335,1
23.254.230.102,100.18.209.240,20289,9994,UDP,188,1
41.154.231.69,135.226.223.140,11345,62402,TCP,1173,0
29.141.99.60,67.63.95.30,29665,34492,TCP,955,0
121.42.240.78,204.91.32.92,22852,32202,UDP,1117,1
26.225.182.18,76.138.201.250,39737,43793,TCP,773,0
35.186.163.97,160.224.137.174,42638,47415,TCP,433,0
53.239.235.36,62.124.170.89,62886,61552,UDP,107,1
97.141.42.123,232.105.152.17,40018,25815,TCP,916,1
108.206.147.26,136.118.203.253,62391,55253,UDP,93,0
53.4.209.180,64.111.14.71,4839,63464,UDP,314,0
29.239.37.81,241.166.251.5,30076,64526,UDP,501,1
49.30.33.254,164.221.140.3,54570,34402,TCP,724,1
0.92.139.118,205.137.187.188,65134,46412,UDP,73,0
179.27.91.68,54.192.20.137,30372,44658,TCP,795,1
200.141.98.51,43.54.78.167,3182,11173,UDP,507,1
117.182.161.31,152.165.244.207,59276,36311,UDP,712,0
153.124.196.85,29.131.225.39,26460,14058,UDP,399,0
162.117.209.91,227.36.31.85,4357,38165,TCP,233,0
44.0.108.15,40.176.72.233,27119,25131,TCP,1235,0
39.185.154.15,203.47.91.92,1018,56896,UDP,22,1
56.250.133.184,50.203.110.1,52758,3169,TCP,532,1
232.118.77.248,233.160.177.135,15117,15782,UDP,604,1
96.32.140.222,62.169.202.233,55926,47586,UDP,1439,1
59.208.225.72,247.244.238.222,22027,22486,TCP,1126,0
113.192.159.151,107.14.181.51,47036,60921,UDP,757,1
160.119.198.13,166.142.43.18,53757,43544,TCP,1417,0
147.117.113.245,211.141.82.0,34021,55092,UDP,943,1
249.17.154.198,248.109.176.73,57273,8396,UDP,1166,0
10.187.188.17,221.71.36.185,12027,26623,TCP,358,1
120.121.39.254,26.185.36.245,63987,3666,TCP,10,0
252.212.10.141,16.92.218.141,17952,54303,TCP,938,1
107.123.232.222,147.58.112.43,61791,38372,TCP,572,0
216.232.133.176,119.52.14.109,24022,65407,TCP,1367,1
58.224.11.250,126.39.59.49,53107,30244,UDP,84,0
96.162.251.27,83.133.74.51,32580,46571,TCP,151,0
0.208.42.163,64.23.251.233,22289,61712,UDP,1100,1
164.140.37.200,251.162.36.99,3393,41900,TCP,90,1
134.215.123.63,194.24.54.119,8455,35433,UDP,901,1
143.245.216.39,75.6.190.118,6194,63345,TCP,1051,1
13.87.222.220,110.100.212.245,34954,41633,TCP,1388,1
120.249.64.42,63.215.62.211,12149,29998,TCP,222,0
247.205.192.134,234.49.73.63,62526,57291,UDP,872,1
19.66.231.227,167.60.102.247,40110,37008,TCP,35,0
73.179.129.219,69.185.149.210,50582,23408,UDP,646,1
44.235.11.157,125.104.90.133,47351,47958,UDP,224,1
184.79.196.236,206.166.11.231,65260,2072,UDP,1430,1
254.68.116.235,119.51.246.119,62074,6536,UDP,298,1
167.82.101.243,73.105.77.95,61471,26086,UDP,25,0
8.1.94.198,197.152.133.131,62764,58820,UDP,912,1
216.214.81.208,199.1.127.88,33343,23589,UDP,55,0
116.181.125.62,88.194.11.56,28494,61230,UDP,1308,0
165.72.132.165,164.172.82.4,17323,10817,UDP,1372,1
26.7.250.136,78.103.85.81,3795,21580,UDP,1293,1
50.91.3.125,188.109.111.172,64243,39359,UDP,1478,1
17.127.247.83,223.212.129.223,8580,51823,TCP,1068,0
179.17.30.80,139.35.157.82,45284,9432,UDP,425,1
0.86.140.154,108.49.2.229,47139,38685,UDP,113,1
61.47.79.48,2.129.100.66,53096,8009,TCP,1285,0
112.90.35.197,27.249.200.37,54082,42812,UDP,323,1
159.95.111.229,158.91.221.109,64920,23309,UDP,1157,1
52.151.126.195,17.83.6.8,52910,29052,TCP,1261,0
228.70.52.11,152.194.22.9,41985,27753,TCP,1109,0
156.92.153.53,233.67.136.86,56994,21977,TCP,503,1
172.242.178.155,210.93.101.3,8488,20481,UDP,405,0
208.138.34.17,199.205.162.177,11503,63063,TCP,274,1
123.68.163.7,205.185.173.52,10946,11511,TCP,1328,1
103.181.73.58,163.210.127.223,52397,4343,TCP,134,0
101.171.133.166,35.155.130.227,27995,19234,UDP,970,1
114.227.197.112,159.235.70.168,2026,2142,TCP,306,0
176.91.199.183,136.44.28.42,3048,42632,UDP,671,1
71.255.212.215,37.123.229.234,37604,23790,TCP,113,0
85.73.253.236,158.122.100.200,1144,56295,UDP,962,1
10.187.247.41,197.153.62.0,31278,28369,TCP,1430,0
91.23.148.73,88.100.82.222,13849,8828,UDP,521,0
188.52.214.158,12.251.154.206,25886,47933,TCP,590,0
63.133.165.106,229.149.191.101,34831,2956,TCP,1374,0
55.250.38.251,118.87.68.86,8621,48843,UDP,984,0
85.198.99.234,213.174.187.33,57937,4830,UDP,1224,1
135.210.232.7,231.184.153.63,19306,25420,UDP,204,0
49.253.53.160,50.12.124.98,33896,17482,UDP,233,0
20.63.255.35,137.25.197.96,25609,43053,TCP,846,1
170.122.4.189,145.191.82.53,60464,61061,TCP,1467,1
134.139.82.207,114.146.213.141,8150,46036,TCP,1002,1
68.245.219.66,103.149.51.154,53835,13205,TCP,1342,1
140.174.31.206,233.106.48.201,14337,6957,UDP,48,0
18.121.7.95,18.45.191.232,41934,61936,TCP,691,1
107.181.231.190,28.210.62.59,16774,2438,UDP,1185,0
209.176.134.4,66.174.148.8,699,63489,TCP,908,1
100.202.215.141,239.77.202.156,21219,33498,UDP,1376,0
59.56.184.151,5.187.204.135,18814,60656,UDP,405,0
167.42.185.244,198.56.148.181,9804,26421,TCP,276,1
211.26.4.215,122.148.34.169,28254,55797,UDP,585,1
229.1.207.155,242.57.254.70,41296,29409,UDP,151,0
67.75.94.24,7.104.149.87,26437,20297,UDP,960,1
63.0.67.215,167.146.198.219,2468,19319,TCP,855,0
163.42.52.101,20.211.183.41,49298,30398,TCP,158,1
197.202.68.123,251.65.16.223,22278,49583,TCP,570,0
207.245.157.70,204.62.224.40,33780,48815,TCP,1344,1
194.55.248.89,208.88.50.72,23022,48257,UDP,920,1
175.37.222.173,203.41.177.95,21591,29123,TCP,302,0
246.191.26.44,3.86.16.139,51494,6747,UDP,1147,0
188.131.9.11,195.176.137.63,19999,47347,TCP,810,1
196.81.132.199,53.110.76.161,7642,29160,UDP,145,0
104.131.69.49,31.191.182.250,26959,14854,UDP,1134,1
118.1.213.122,190.14.138.197,44154,57115,UDP,659,0
70.80.26.67,147.104.241.39,13381,9877,TCP,512,1
248.110.13.40,138.6.204.57,921,9274,TCP,1371,1
184.136.188.66,1.193.239.111,14846,64089,UDP,942,0
140.113.209.72,172.62.80.15,43456,38187,UDP,1062,1
152.7.96.3,88.58.182.58,43468,39497,TCP,606,1
153.203.8.223,9.140.155.66,10432,60520,UDP,549,1
255.241.85.236,130.240.102.38,29791,61910,TCP,42,1
77.136.134.92,12.105.44.112,29159,60665,UDP,1438,1
81.224.32.163,138.246.91.46,38962,65042,UDP,667,1
245.21.202.125,217.144.27.166,49537,4413,UDP,717,0
249.127.84.103,153.133.194.17,38369,65110,TCP,886,1
59.232.216.19,182.122.194.225,36387,36457,UDP,999,1
11.243.225.211,219.175.126.163,30840,9954,UDP,546,0
140.213.254.78,154.105.251.163,23483,56202,TCP,978,1
244.173.35.147,150.95.186.198,18918,8133,TCP,15,1
78.21.122.126,238.80.17.202,12295,2068,UDP,1283,0
34.3.9.194,43.136.54.21,44246,33488,UDP,1323,0
79.226.118.6,83.142.36.60,56511,4080,TCP,718,1
73.246.127.217,22.188.220.117,38689,5146,TCP,1435,0
204.187.233.99,38.66.36.138,42285,24999,TCP,1015,1
217.199.30.249,248.102.130.141,9190,13707,UDP,1477,1
5.144.0.201,14.93.214.137,392,22430,TCP,1071,1
93.217.9.164,61.149.238.187,35986,60448,UDP,7,0
246.101.34.246,30.210.226.122,30010,39295,UDP,919,0
247.78.114.183,155.210.115.216,5947,14743,TCP,1219,1
60.246.117.255,125.129.190.82,57671,37516,UDP,42,1
49.13.28.79,6.206.25.12,52045,56777,TCP,987,0
179.170.129.57,163.70.62.115,54112,56681,UDP,1017,0
122.60.184.139,176.175.111.93,38012,32743,TCP,1182,1
178.47.92.40,243.57.237.20,60506,41302,UDP,1003,0
150.161.126.208,30.74.114.59,54542,9527,TCP,210,0
223.104.65.41,87.114.179.251,37594,34030,TCP,976,0
191.91.12.3,128.37.147.226,43055,2349,UDP,1495,1
225.47.99.224,10.179.16.113,37380,25591,UDP,972,0
16.202.213.52,177.255.110.81,58315,11716,TCP,411,1
54.18.37.26,37.52.207.30,12027,12871,TCP,102,0
120.190.110.179,152.170.189.15,48668,10000,UDP,179,1
35.20.101.29,153.140.115.138,1697,18333,TCP,127,0
37.24.114.104,23.221.4.240,41719,22126,UDP,1469,0
86.121.175.169,211.132.197.156,23337,50699,UDP,937,0
215.149.48.226,186.30.98.201,14221,36354,UDP,1216,1
3.181.58.254,228.10.108.9,11125,41354,UDP,8,1
229.117.238.20,130.79.111.219,43650,14677,UDP,487,0
